Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Sales
NCF18,18.35,Low Fat,0.0889826,Household,189.95,OUT046,1997,Small,Tier 1,Supermarket Type1,3630.23
FDU46,10.3,reg,0.0111716,Snack Foods,86.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,1379.04
FDH41,9,Low Fat,0.0823456,Frozen Foods,214.553,OUT018,2009,Medium,Tier 3,Supermarket Type2,2476.41
NCN42,20.25,Low Fat,0.0238057,Household,145.542,OUT010,1998,,Tier 3,Grocery Store,758.132
FDU49,19.5,Regular,0.0306944,Canned,88.254,OUT046,1997,Small,Tier 1,Supermarket Type1,2009.03
FDB20,,Low Fat,0.0517289,Fruits and Vegetables,77.9986,OUT027,1985,Medium,Tier 3,Supermarket Type3,953.286
FDG50,,Low Fat,0.0267389,Canned,89.6146,OUT019,1985,Small,Tier 1,Grocery Store,-62.9815
FDW20,20.75,Low Fat,0.0241984,Fruits and Vegetables,122.073,OUT045,2002,,Tier 2,Supermarket Type1,2473.08
NCO55,12.8,Low Fat,0.0911788,Others,109.194,OUT049,1999,Medium,Tier 1,Supermarket Type1,2027.43
FDX48,17.75,Regular,0.0378879,Baking Goods,154.666,OUT046,1997,Small,Tier 1,Supermarket Type1,2452.87
FDU48,18.85,Low Fat,0.0553585,Baking Goods,132.728,OUT046,1997,Small,Tier 1,Supermarket Type1,1331.47
FDR48,,Low Fat,0.230247,Baking Goods,152.102,OUT019,1985,Small,Tier 1,Grocery Store,239.048
FDK27,11,Low Fat,0.00893909,Meat,122.776,OUT013,1987,High,Tier 3,Supermarket Type1,1834.22
FDT35,19.85,Regular,0.0813876,Breads,166.082,OUT013,1987,High,Tier 3,Supermarket Type1,1834.71
FDN12,15.6,Low Fat,0.08123,Baking Goods,109.854,OUT049,1999,Medium,Tier 1,Supermarket Type1,1735.28
NCE31,,low fat,0.323637,Household,35.5216,OUT019,1985,Small,Tier 1,Grocery Store,-620.833
FDL21,15.85,Regular,0.00718684,Snack Foods,41.148,OUT017,2007,,Tier 2,Supermarket Type1,663.914
FDV56,16.1,Regular,0.0136726,Fruits and Vegetables,106.86,OUT017,2007,,Tier 2,Supermarket Type1,733.617
FDR16,5.845,Regular,0.105612,Frozen Foods,214.822,OUT017,2007,,Tier 2,Supermarket Type1,4519.25
NCP41,16.6,Low Fat,0.0162359,Health and Hygiene,108.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,1616.62
FDJ27,17.7,Regular,0.121775,Meat,101.867,OUT013,1987,High,Tier 3,Supermarket Type1,1648.41
FDA07,7.55,Regular,0.0311197,Fruits and Vegetables,122.607,OUT017,2007,,Tier 2,Supermarket Type1,1880.25
FDK55,18.5,Low Fat,0.0258017,Meat,89.0172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1155.89
FDM33,15.6,Low Fat,0.0878561,Snack Foods,220.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,4011.81
FDY46,18.6,Low Fat,0.0478899,Snack Foods,186.99,OUT046,1997,Small,Tier 1,Supermarket Type1,3259.67
FDD36,13.3,Low Fat,0.0212736,Baking Goods,117.812,OUT046,1997,Small,Tier 1,Supermarket Type1,2016.6
FDB12,,Regular,0.104798,Baking Goods,101.865,OUT027,1985,Medium,Tier 3,Supermarket Type3,1488.41
FDF28,,Regular,0.0662962,Frozen Foods,125.905,OUT019,1985,Small,Tier 1,Grocery Store,-117.023
NCE07,,Low Fat,0.022989,Household,143.315,OUT019,1985,Small,Tier 1,Grocery Store,417.796
FDW50,,Low Fat,0.0752121,Dairy,165.116,OUT027,1985,Medium,Tier 3,Supermarket Type3,1279.14
NCW18,15.1,Low Fat,0.0596604,Household,236.725,OUT017,2007,,Tier 2,Supermarket Type1,4332.84
NCJ17,,Low Fat,0.267107,Health and Hygiene,85.4224,OUT019,1985,Small,Tier 1,Grocery Store,-15.2984
DRZ24,7.535,Low Fat,0.136896,Soft Drinks,120.244,OUT010,1998,,Tier 3,Grocery Store,743.073
FDS07,12.35,Low Fat,0,Fruits and Vegetables,115.052,OUT035,2004,Small,Tier 2,Supermarket Type1,1534.43
NCW05,20.25,Low Fat,0.247843,Health and Hygiene,107.694,OUT010,1998,,Tier 3,Grocery Store,1290.17
FDZ22,9.395,Low Fat,0.0454543,Snack Foods,83.125,OUT018,2009,Medium,Tier 3,Supermarket Type2,1068.72
FDK02,12.5,Low Fat,0,Canned,118.144,OUT046,1997,Small,Tier 1,Supermarket Type1,1998.22
FDZ45,,Low Fat,0,Snack Foods,196.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,3095.73
FDL25,6.92,Regular,0.130925,Breakfast,91.1804,OUT046,1997,Small,Tier 1,Supermarket Type1,679.013
FDS08,5.735,Low Fat,0.0570767,Fruits and Vegetables,175.737,OUT045,2002,,Tier 2,Supermarket Type1,1517.63
NCZ42,,Low Fat,0.0112333,Household,235.525,OUT027,1985,Medium,Tier 3,Supermarket Type3,4012.01
FDX57,17.25,Regular,0.0472573,Snack Foods,97.0068,OUT035,2004,Small,Tier 2,Supermarket Type1,2050.9
FDF21,10.3,Regular,0.0588274,Fruits and Vegetables,189.853,OUT046,1997,Small,Tier 1,Supermarket Type1,3949.43
FDJ56,8.985,Low Fat,0.18415,Fruits and Vegetables,98.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,1336.8
FDX10,6.385,Regular,0.123608,Snack Foods,36.4874,OUT013,1987,High,Tier 3,Supermarket Type1,273.112
DRG48,5.78,Low Fat,0.0145523,Soft Drinks,145.11,OUT035,2004,Small,Tier 2,Supermarket Type1,2538.19
DRN37,9.6,Low Fat,0.0962974,Soft Drinks,167.316,OUT046,1997,Small,Tier 1,Supermarket Type1,2170.42
NCY41,16.75,Low Fat,0.0760441,Health and Hygiene,34.9532,OUT018,2009,Medium,Tier 3,Supermarket Type2,594.724
FDN28,5.88,Regular,0.0303092,Frozen Foods,103.499,OUT045,2002,,Tier 2,Supermarket Type1,1092.28
FDE34,9.195,Low Fat,0.10811,Snack Foods,181.563,OUT045,2002,,Tier 2,Supermarket Type1,3379.07
FDR10,17.6,Low Fat,0.0100603,Snack Foods,163.855,OUT045,2002,,Tier 2,Supermarket Type1,2415.68
FDC32,18.35,Low Fat,0.0996696,Fruits and Vegetables,92.9462,OUT017,2007,,Tier 2,Supermarket Type1,1142.29
DRG13,17.25,Low Fat,0.0371862,Soft Drinks,164.353,OUT046,1997,Small,Tier 1,Supermarket Type1,3722.11
FDP59,20.85,Regular,0.0565535,Breads,104.965,OUT049,1999,Medium,Tier 1,Supermarket Type1,1848.19
NCT53,5.4,LF,0.0805368,Health and Hygiene,165.853,OUT010,1998,,Tier 3,Grocery Store,352.335
FDL57,,Regular,0.066752,Snack Foods,257.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,5175.39
FDN32,17.5,Low Fat,0.0260449,Fruits and Vegetables,185.227,OUT010,1998,,Tier 3,Grocery Store,1282.04
FDK09,15.2,Low Fat,0.0921371,Snack Foods,227.435,OUT018,2009,Medium,Tier 3,Supermarket Type2,2333.31
FDA52,16.2,Regular,0.214953,Frozen Foods,178.437,OUT010,1998,,Tier 3,Grocery Store,519.286
FDC57,20.1,Regular,0.0546794,Fruits and Vegetables,193.282,OUT049,1999,Medium,Tier 1,Supermarket Type1,2356.76
FDI09,20.75,Regular,0.129313,Seafood,239.488,OUT035,2004,Small,Tier 2,Supermarket Type1,4220.13
NCB07,19.2,Low Fat,0.0775075,Household,197.911,OUT046,1997,Small,Tier 1,Supermarket Type1,2894.99
FDP26,7.785,Low Fat,0.139526,Dairy,103.131,OUT035,2004,Small,Tier 2,Supermarket Type1,1352.91
FDP40,,Regular,0.0341908,Frozen Foods,112.054,OUT027,1985,Medium,Tier 3,Supermarket Type3,1615.52
FDL15,17.85,Low Fat,0.046596,Meat,151.568,OUT013,1987,High,Tier 3,Supermarket Type1,1923.37
FDV07,9.5,Low Fat,0,Fruits and Vegetables,111.323,OUT046,1997,Small,Tier 1,Supermarket Type1,1684.99
FDS03,7.825,Low Fat,0.080079,Meat,65.1826,OUT017,2007,,Tier 2,Supermarket Type1,1681.93
FDE50,19.7,Regular,0.0162308,Canned,185.956,OUT049,1999,Medium,Tier 1,Supermarket Type1,4184.54
FDQ15,20.35,Regular,0.151928,Meat,79.4276,OUT017,2007,,Tier 2,Supermarket Type1,1679.29
FDQ33,13.35,Low Fat,0.152662,Snack Foods,150.371,OUT010,1998,,Tier 3,Grocery Store,2247.68
FDT22,10.395,Low Fat,0.112004,Snack Foods,58.022,OUT013,1987,High,Tier 3,Supermarket Type1,913.319
DRO35,13.85,Low Fat,0.0345638,Hard Drinks,117.249,OUT035,2004,Small,Tier 2,Supermarket Type1,3143.54
FDJ41,6.85,LF,0.0229189,Frozen Foods,261.559,OUT049,1999,Medium,Tier 1,Supermarket Type1,3549.22
FDQ27,5.19,Regular,0.0442443,Meat,104.899,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.44
FDC26,10.195,Low Fat,0.127098,Canned,112.389,OUT017,2007,,Tier 2,Supermarket Type1,1669.74
NCF43,,Low Fat,0,Household,142.947,OUT027,1985,Medium,Tier 3,Supermarket Type3,2069.2
NCR50,20.2,Low Fat,0.0118179,Household,153.134,OUT035,2004,Small,Tier 2,Supermarket Type1,3043.4
FDE39,7.89,Low Fat,0.0362817,Dairy,119.678,OUT018,2009,Medium,Tier 3,Supermarket Type2,2358.04
FDN49,,Regular,0.124618,Breakfast,40.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,388.877
DRG11,6.385,Low Fat,0.0838224,Hard Drinks,107.36,OUT035,2004,Small,Tier 2,Supermarket Type1,2085.03
NCA18,10.1,Low Fat,0.0561648,Household,117.049,OUT049,1999,Medium,Tier 1,Supermarket Type1,1318.09
FDM36,11.65,Regular,0.0589701,Baking Goods,171.942,OUT018,2009,Medium,Tier 3,Supermarket Type2,1948.17
FDW32,18.35,Regular,0.0948302,Fruits and Vegetables,85.6882,OUT017,2007,,Tier 2,Supermarket Type1,1412.84
NCQ18,15.75,Low Fat,0.226084,Household,98.67,OUT010,1998,,Tier 3,Grocery Store,3.09176
FDX14,,Low Fat,0.0745771,Dairy,76.2354,OUT027,1985,Medium,Tier 3,Supermarket Type3,866.333
FDD46,6.035,Low Fat,0.142055,Snack Foods,152.4,OUT017,2007,,Tier 2,Supermarket Type1,2155.45
FDI34,,Regular,0.149062,Snack Foods,232.167,OUT019,1985,Small,Tier 1,Grocery Store,2351.33
NCJ17,7.68,Low Fat,0.152528,Health and Hygiene,85.2224,OUT035,2004,Small,Tier 2,Supermarket Type1,1502.82
FDB52,17.75,Low Fat,0.0304298,Dairy,257.267,OUT035,2004,Small,Tier 2,Supermarket Type1,2759.63
FDV55,17.75,LF,0.0552978,Fruits and Vegetables,143.744,OUT018,2009,Medium,Tier 3,Supermarket Type2,1558.83
FDC57,20.1,Regular,0.0545945,Fruits and Vegetables,191.682,OUT046,1997,Small,Tier 1,Supermarket Type1,2326.97
FDB29,16.7,Regular,0.0524117,Frozen Foods,115.218,OUT046,1997,Small,Tier 1,Supermarket Type1,1528.91
NCO43,5.5,Low Fat,0.0470893,Others,100.102,OUT035,2004,Small,Tier 2,Supermarket Type1,2087.31
FDG44,6.13,Low Fat,0.102398,Fruits and Vegetables,52.7298,OUT045,2002,,Tier 2,Supermarket Type1,1022.38
FDJ34,11.8,Regular,0.0938457,Snack Foods,126.47,OUT045,2002,,Tier 2,Supermarket Type1,2049.48
FDH40,11.6,Regular,0.0790523,Frozen Foods,82.3276,OUT049,1999,Medium,Tier 1,Supermarket Type1,1570.37
NCD07,,Low Fat,0.0551603,Household,111.952,OUT027,1985,Medium,Tier 3,Supermarket Type3,1063.27
FDB41,19,Regular,0.0978636,Frozen Foods,46.0718,OUT017,2007,,Tier 2,Supermarket Type1,1177.35
FDH47,13.5,Regular,0.129341,Starchy Foods,95.7068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1452.51
DRK37,5,low fat,0.0439964,Soft Drinks,189.353,OUT035,2004,Small,Tier 2,Supermarket Type1,4533.48
FDM25,,Regular,0.106218,Breakfast,176.771,OUT019,1985,Small,Tier 1,Grocery Store,1463.64
NCX06,17.6,Low Fat,0.0157189,Household,182.398,OUT045,2002,,Tier 2,Supermarket Type1,3106.87
NCS05,11.5,Low Fat,0.0210967,Health and Hygiene,132.894,OUT017,2007,,Tier 2,Supermarket Type1,2122.89
FDS39,6.895,Low Fat,0.0225061,Meat,142.281,OUT045,2002,,Tier 2,Supermarket Type1,2307
FDC47,,Low Fat,0.118315,Snack Foods,226.569,OUT027,1985,Medium,Tier 3,Supermarket Type3,4716.02
FDG20,15.5,Regular,0.125583,Fruits and Vegetables,178.303,OUT013,1987,High,Tier 3,Supermarket Type1,1765.99
DRL23,18.35,Low Fat,0.0153909,Hard Drinks,106.194,OUT017,2007,,Tier 2,Supermarket Type1,1692.07
FDY33,14.5,Regular,0.0971202,Snack Foods,158.326,OUT013,1987,High,Tier 3,Supermarket Type1,3819.24
NCH18,9.3,Low Fat,0.0447518,Household,243.88,OUT045,2002,,Tier 2,Supermarket Type1,2597.63
FDX47,6.55,Regular,0.0345978,Breads,155.429,OUT035,2004,Small,Tier 2,Supermarket Type1,2366.21
NCB06,17.6,Low Fat,0.082499,Health and Hygiene,159.192,OUT045,2002,,Tier 2,Supermarket Type1,2128.88
FDP36,10.395,Regular,0,Baking Goods,49.6008,OUT049,1999,Medium,Tier 1,Supermarket Type1,1203.27
FDW44,9.5,Regular,0.0352944,Fruits and Vegetables,172.145,OUT018,2009,Medium,Tier 3,Supermarket Type2,1924.12
NCU41,18.85,Low Fat,0.0522669,Health and Hygiene,191.885,OUT018,2009,Medium,Tier 3,Supermarket Type2,3536.42
NCS17,18.6,Low Fat,0.0805014,Health and Hygiene,96.2436,OUT046,1997,Small,Tier 1,Supermarket Type1,1660
FDD46,6.035,Low Fat,0.141229,Snack Foods,155.6,OUT035,2004,Small,Tier 2,Supermarket Type1,2230.26
FDE45,12.1,Low Fat,0.0405856,Fruits and Vegetables,177.5,OUT017,2007,,Tier 2,Supermarket Type1,3513.72
FDI09,20.75,Regular,0.130069,Seafood,238.988,OUT017,2007,,Tier 2,Supermarket Type1,4156.13
NCJ54,9.895,Low Fat,0.10054,Household,234.064,OUT010,1998,,Tier 3,Grocery Store,2734.36
NCA29,10.5,Low Fat,0.0273875,Household,172.111,OUT018,2009,Medium,Tier 3,Supermarket Type2,2704.1
NCN41,,Low Fat,0.0519565,Health and Hygiene,122.773,OUT027,1985,Medium,Tier 3,Supermarket Type3,1512.16
FDY34,10.5,Regular,0.0109798,Snack Foods,164.284,OUT035,2004,Small,Tier 2,Supermarket Type1,2670.92
NCG55,16.25,Low Fat,0.0391388,Household,116.118,OUT035,2004,Small,Tier 2,Supermarket Type1,2537.43
DRM49,6.11,Regular,0.151954,Soft Drinks,44.4086,OUT046,1997,Small,Tier 1,Supermarket Type1,763.523
NCB42,11.8,Low Fat,0.00857449,Health and Hygiene,115.449,OUT049,1999,Medium,Tier 1,Supermarket Type1,1741.84
FDE58,18.5,Low Fat,0.0521743,Snack Foods,116.812,OUT045,2002,,Tier 2,Supermarket Type1,2668.79
DRJ25,14.6,Low Fat,0.150442,Soft Drinks,50.6692,OUT013,1987,High,Tier 3,Supermarket Type1,1096.91
FDS47,16.75,Low Fat,0.215728,Breads,86.9856,OUT010,1998,,Tier 3,Grocery Store,-604.773
FDY21,15.1,Low Fat,0.173751,Snack Foods,198.211,OUT049,1999,Medium,Tier 1,Supermarket Type1,3867.27
NCI54,15.2,Low Fat,0.0335711,Household,111.191,OUT013,1987,High,Tier 3,Supermarket Type1,1744.91
FDO24,11.1,Low Fat,0.177212,Baking Goods,158.16,OUT017,2007,,Tier 2,Supermarket Type1,2452.44
FDY43,14.85,Low Fat,0.0983836,Fruits and Vegetables,168.947,OUT035,2004,Small,Tier 2,Supermarket Type1,1050.01
FDF35,15,Low Fat,0.154617,Starchy Foods,106.894,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.93
NCP29,,Low Fat,0.196572,Health and Hygiene,63.7168,OUT019,1985,Small,Tier 1,Grocery Store,-330.322
FDN28,,Regular,0.0301014,Frozen Foods,101.799,OUT027,1985,Medium,Tier 3,Supermarket Type3,919.264
FDJ50,8.645,Low Fat,0.0216739,Canned,51.9982,OUT018,2009,Medium,Tier 3,Supermarket Type2,610.236
FDQ14,,Low Fat,0.0614881,Dairy,150.805,OUT027,1985,Medium,Tier 3,Supermarket Type3,1946.18
FDC37,15.5,Low Fat,0.0328671,Baking Goods,108.094,OUT035,2004,Small,Tier 2,Supermarket Type1,2719.74
FDN08,7.72,Regular,0.0883647,Fruits and Vegetables,118.747,OUT046,1997,Small,Tier 1,Supermarket Type1,1910.22
FDD04,16,LF,0,Dairy,141.915,OUT035,2004,Small,Tier 2,Supermarket Type1,2078.44
FDW34,9.6,Low Fat,0.0357241,Snack Foods,243.617,OUT018,2009,Medium,Tier 3,Supermarket Type2,3291.14
FDP04,15.35,Low Fat,0.0138909,Frozen Foods,65.2168,OUT017,2007,,Tier 2,Supermarket Type1,955.991
NCG07,12.3,Low Fat,0.052799,Household,187.753,OUT017,2007,,Tier 2,Supermarket Type1,3026.62
NCN14,19.1,Low Fat,0.0922922,Others,184.261,OUT018,2009,Medium,Tier 3,Supermarket Type2,2345.44
FDJ16,9.195,Low Fat,0.115119,Frozen Foods,58.1246,OUT045,2002,,Tier 2,Supermarket Type1,1179.81
NCM42,6.13,Low Fat,0.0283789,Household,108.891,OUT045,2002,,Tier 2,Supermarket Type1,1506.72
NCF19,13,Low Fat,0.0351087,Household,49.6034,OUT046,1997,Small,Tier 1,Supermarket Type1,804.235
FDY21,15.1,Low Fat,0.174188,Snack Foods,196.911,OUT018,2009,Medium,Tier 3,Supermarket Type2,3511.64
FDY19,19.75,Low Fat,0.0413571,Fruits and Vegetables,116.147,OUT035,2004,Small,Tier 2,Supermarket Type1,2580.11
FDV09,12.1,Low Fat,0.0206103,Snack Foods,149.873,OUT045,2002,,Tier 2,Supermarket Type1,2486.02
FDA28,16.1,Regular,0,Frozen Foods,126.136,OUT013,1987,High,Tier 3,Supermarket Type1,2366.33
FDC38,15.7,Low Fat,0.122993,Canned,133.394,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.67
FDL28,10,Regular,0.0633027,Frozen Foods,230.367,OUT045,2002,,Tier 2,Supermarket Type1,1913.37
NCH43,8.42,Low Fat,0.0706786,Household,217.019,OUT049,1999,Medium,Tier 1,Supermarket Type1,1953.58
NCN53,5.175,Low Fat,0.030417,Health and Hygiene,34.0874,OUT045,2002,,Tier 2,Supermarket Type1,896.491
NCW05,20.25,Low Fat,0.14891,Health and Hygiene,108.294,OUT017,2007,,Tier 2,Supermarket Type1,3229.35
NCO30,19.5,Low Fat,0.0157889,Household,185.761,OUT018,2009,Medium,Tier 3,Supermarket Type2,2328.46
FDT04,,Low Fat,0.187416,Frozen Foods,37.5822,OUT019,1985,Small,Tier 1,Grocery Store,-685.543
FDB27,7.575,Low Fat,0.0556158,Dairy,196.477,OUT018,2009,Medium,Tier 3,Supermarket Type2,2858.48
NCK07,10.65,Low Fat,0.0486462,Others,166.153,OUT013,1987,High,Tier 3,Supermarket Type1,2428.53
NCA53,11.395,Low Fat,0,Health and Hygiene,48.5034,OUT013,1987,High,Tier 3,Supermarket Type1,809.131
FDB33,17.75,Low Fat,0.0146396,Fruits and Vegetables,160.126,OUT018,2009,Medium,Tier 3,Supermarket Type2,3112.8
FDU37,9.5,Regular,0.105099,Canned,79.296,OUT017,2007,,Tier 2,Supermarket Type1,1551.39
FDR13,9.895,Regular,0.0287154,Canned,115.149,OUT035,2004,Small,Tier 2,Supermarket Type1,1359.14
FDE45,12.1,Low Fat,0.0404201,Fruits and Vegetables,178,OUT049,1999,Medium,Tier 1,Supermarket Type1,3491.25
FDV37,13,Regular,0.0839863,Canned,195.943,OUT017,2007,,Tier 2,Supermarket Type1,2150.64
FDX44,,Low Fat,0.0752289,Fruits and Vegetables,90.0172,OUT019,1985,Small,Tier 1,Grocery Store,-197.238
NCL06,14.65,Low Fat,0.0724743,Household,261.459,OUT017,2007,,Tier 2,Supermarket Type1,3612.07
FDJ28,12.3,Low Fat,0.0219053,Frozen Foods,190.416,OUT045,2002,,Tier 2,Supermarket Type1,2462.63
FDX55,15.1,Low Fat,0.0552917,Fruits and Vegetables,218.717,OUT049,1999,Medium,Tier 1,Supermarket Type1,2106.17
NCK17,11,Low Fat,0.0380492,Health and Hygiene,40.548,OUT018,2009,Medium,Tier 3,Supermarket Type2,257.484
FDH52,9.42,Regular,0.0438948,Frozen Foods,62.2194,OUT035,2004,Small,Tier 2,Supermarket Type1,956.371
FDN13,,Low Fat,0.151322,Breakfast,100.736,OUT027,1985,Medium,Tier 3,Supermarket Type3,721.469
FDK44,16.6,Low Fat,0.122725,Fruits and Vegetables,171.774,OUT018,2009,Medium,Tier 3,Supermarket Type2,1694.36
FDU16,19.25,Regular,0.0582751,Frozen Foods,82.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,1308.16
FDZ07,15.1,Regular,0.0944224,Fruits and Vegetables,59.9194,OUT017,2007,,Tier 2,Supermarket Type1,1505.61
NCN06,,Low Fat,0.119914,Household,164.587,OUT027,1985,Medium,Tier 3,Supermarket Type3,2662.05
FDH02,7.27,Regular,0.0347834,Canned,90.5488,OUT010,1998,,Tier 3,Grocery Store,-1230.9
NCW18,15.1,Low Fat,0,Household,235.525,OUT045,2002,,Tier 2,Supermarket Type1,4268.5
FDH57,10.895,Low Fat,0.0357178,Fruits and Vegetables,129.928,OUT013,1987,High,Tier 3,Supermarket Type1,1969.96
FDV35,19.5,Low Fat,0.128466,Breads,155.231,OUT045,2002,,Tier 2,Supermarket Type1,3186.21
NCU29,7.685,Low Fat,0.0254562,Health and Hygiene,144.876,OUT013,1987,High,Tier 3,Supermarket Type1,3516.67
NCP02,7.105,low fat,0.0448088,Household,58.7562,OUT046,1997,Small,Tier 1,Supermarket Type1,815.078
FDN44,13.15,Low Fat,0.0227766,Fruits and Vegetables,160.892,OUT013,1987,High,Tier 3,Supermarket Type1,2770.93
FDX03,15.85,Regular,0.0613449,Meat,44.2744,OUT018,2009,Medium,Tier 3,Supermarket Type2,576.747
FDR11,10.5,Regular,0.23858,Breads,158.558,OUT010,1998,,Tier 3,Grocery Store,838.427
FDA36,5.985,Low Fat,0.00566638,Baking Goods,184.392,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.12
FDP58,,Low Fat,0.134488,Snack Foods,217.348,OUT027,1985,Medium,Tier 3,Supermarket Type3,3174.94
FDH31,12,Regular,0.0204525,Meat,97.5042,OUT045,2002,,Tier 2,Supermarket Type1,1043.24
FDH34,8.63,LF,0.0310894,Snack Foods,187.158,OUT035,2004,Small,Tier 2,Supermarket Type1,4400.72
FDS13,6.465,Low Fat,0.124483,Canned,263.588,OUT035,2004,Small,Tier 2,Supermarket Type1,3285.04
FDT01,13.65,Regular,0,Canned,212.79,OUT018,2009,Medium,Tier 3,Supermarket Type2,2772.49
FDY09,15.6,Low Fat,0.0252393,Snack Foods,176.205,OUT049,1999,Medium,Tier 1,Supermarket Type1,2034.4
FDV33,,Regular,0.0272112,Snack Foods,257.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,2813.01
NCW29,14,Low Fat,0.0483107,Health and Hygiene,128.431,OUT010,1998,,Tier 3,Grocery Store,-257.345
NCN17,11,Low Fat,0,Health and Hygiene,100.636,OUT045,2002,,Tier 2,Supermarket Type1,1374.41
FDX01,10.1,Low Fat,0.0241643,Canned,117.715,OUT046,1997,Small,Tier 1,Supermarket Type1,1762.13
FDL03,19.25,Regular,0,Meat,196.211,OUT049,1999,Medium,Tier 1,Supermarket Type1,2255.33
DRL59,16.75,Low Fat,0.0212571,Hard Drinks,54.5298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1141.51
DRM11,,Low Fat,0.0657496,Hard Drinks,261.828,OUT027,1985,Medium,Tier 3,Supermarket Type3,3661.07
FDA43,10.895,Low Fat,0.0647763,Fruits and Vegetables,196.879,OUT049,1999,Medium,Tier 1,Supermarket Type1,2294.35
FDZ56,16.25,low fat,0.0430784,Fruits and Vegetables,169.547,OUT010,1998,,Tier 3,Grocery Store,1218.3
FDI44,16.1,Low Fat,0.100641,Fruits and Vegetables,77.6328,OUT018,2009,Medium,Tier 3,Supermarket Type2,1117.31
FDB50,13,Low Fat,0.153491,Canned,79.1986,OUT013,1987,High,Tier 3,Supermarket Type1,1531.95
FDU15,,reg,0.0465768,Meat,34.5532,OUT019,1985,Small,Tier 1,Grocery Store,-764.623
NCJ19,,LF,0,Others,56.7588,OUT019,1985,Small,Tier 1,Grocery Store,-391.69
FDD48,10.395,Low Fat,0.0301336,Baking Goods,115.118,OUT013,1987,High,Tier 3,Supermarket Type1,2125.64
NCW42,18.2,Low Fat,0.0584579,Household,221.446,OUT035,2004,Small,Tier 2,Supermarket Type1,3703.04
FDL24,10.3,Regular,0.0250374,Baking Goods,173.642,OUT017,2007,,Tier 2,Supermarket Type1,3191.99
NCB30,14.6,Low Fat,0.0256816,Household,197.708,OUT013,1987,High,Tier 3,Supermarket Type1,3032.79
FDK25,11.6,Regular,0.156701,Breakfast,168.947,OUT013,1987,High,Tier 3,Supermarket Type1,3720.64
FDW28,18.25,Low Fat,0.0889623,Frozen Foods,195.645,OUT049,1999,Medium,Tier 1,Supermarket Type1,2727.74
FDD47,7.6,Regular,0.143216,Starchy Foods,171.445,OUT017,2007,,Tier 2,Supermarket Type1,3568.73
FDK16,,Low Fat,0.201928,Frozen Foods,93.4094,OUT019,1985,Small,Tier 1,Grocery Store,328.373
FDW37,19.2,Low Fat,0.12405,Canned,92.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,1353.03
FDA48,12.1,Low Fat,0.114852,Baking Goods,220.911,OUT035,2004,Small,Tier 2,Supermarket Type1,4403.97
FDA14,16.1,Low Fat,0.0655519,Dairy,146.476,OUT017,2007,,Tier 2,Supermarket Type1,1719.35
FDV15,10.3,Low Fat,0.146051,Meat,102.065,OUT013,1987,High,Tier 3,Supermarket Type1,2338.82
FDN22,18.85,Regular,0.13852,Snack Foods,252.372,OUT049,1999,Medium,Tier 1,Supermarket Type1,3404.39
NCD55,14,Low Fat,0.0243805,Household,41.4454,OUT045,2002,,Tier 2,Supermarket Type1,1224.35
FDY43,14.85,Low Fat,0.0983204,Fruits and Vegetables,167.947,OUT013,1987,High,Tier 3,Supermarket Type1,949.047
NCU05,11.8,Low Fat,0.0590685,Health and Hygiene,79.9618,OUT017,2007,,Tier 2,Supermarket Type1,1662.77
FDF10,15.5,Regular,0.156899,Snack Foods,147.942,OUT035,2004,Small,Tier 2,Supermarket Type1,2219.13
FDR39,20.35,Low Fat,0.0841406,Meat,184.029,OUT018,2009,Medium,Tier 3,Supermarket Type2,3336.97
FDG40,13.65,Low Fat,0.0397912,Frozen Foods,33.4558,OUT013,1987,High,Tier 3,Supermarket Type1,1136.93
FDZ28,,Regular,0.0901567,Frozen Foods,127.168,OUT019,1985,Small,Tier 1,Grocery Store,293.924
FDE02,8.71,LF,0.121496,Canned,94.0778,OUT045,2002,,Tier 2,Supermarket Type1,1827.83
FDU60,20,Regular,0.0599942,Baking Goods,168.713,OUT049,1999,Medium,Tier 1,Supermarket Type1,3800.2
FDM21,20.2,Low Fat,0.0643105,Snack Foods,257.365,OUT013,1987,High,Tier 3,Supermarket Type1,4039.53
FDV52,,Regular,0.212767,Frozen Foods,116.747,OUT019,1985,Small,Tier 1,Grocery Store,801.986
